N,effect,t_design,power,effect_estimate,prob_effect,sd_effect_estimate
50,1.5,3,1,0.263561557352082,0.9965,0.0969371585014894
65,1.5,3,1,0.223280504355707,0.9945,0.0885685370452497
15,1.3,4,0,-0.145234343594561,0.282,0.252421572265819
35,1.3,4,0,0.212881151979698,0.95,0.127555101187416
50,1.3,4,1,0.339701131942558,1,0.083501096687521
65,1.3,4,0,0.129288806344019,0.9125,0.0941204928396524
15,1.5,4,0,-0.0409395762871132,0.421,0.221141027512355
35,1.5,4,0,0.218639481906611,0.974,0.1137110342601
50,1.5,4,1,0.231192310468431,0.994,0.0903932853136585
65,1.5,4,1,0.33205113439844,1,0.0851281943074207
50,1,1,0,-0.0765082321655762,0.1585,0.0790480308028292
15,1.3,1,1,0.3776104212324,0.9775,0.18850352291814
35,1.3,1,0,0.0776120356643462,0.8405,0.0792406468271189
50,1.3,1,0,0.0317529505795725,0.6685,0.0771445953683686
65,1.3,1,1,0.30212995384014,1,0.0822128745959314
15,1.5,1,0,0.182060156255563,0.802,0.222981802349429
35,1.5,1,1,0.3397270413241,1,0.0798307470999964
50,1.5,1,1,0.268247542470189,0.9975,0.0887695472656364
65,1.5,1,1,0.295706917902703,0.9995,0.0863408958091585
15,1.3,2,0,0.281833497071003,0.97,0.150026262401623
35,1.3,2,0,0.176589155076769,0.959,0.103398409043563
50,1.3,2,1,0.215787713740811,0.9945,0.0817003537948086
65,1.3,2,1,0.253910330142751,1,0.068367178276679
15,1.5,2,0,-0.0643345810975812,0.317,0.148205604411268
35,1.5,2,1,0.30899137388734,0.992,0.124036475360303
50,1.5,2,1,0.33101705061413,1,0.108013278443623
65,1.5,2,1,0.220264366262641,0.998,0.0732336179028678
15,1.3,3,1,0.300062456942533,0.989,0.133001006689891
35,1.3,3,0,-0.0874158576867515,0.206,0.107851431169102
50,1.3,3,0,0.167244043160728,0.9685,0.0942365853351667
65,1.3,3,1,0.173133219950208,0.985,0.0822037670646237
15,1.5,3,0,0.209732523984424,0.857,0.197532144237712
35,1.5,3,1,0.299194202432301,0.994,0.12029035338564
50,1.5,3,1,0.291516058661063,0.9985,0.0943843609248248
65,1.5,3,1,0.296557119268453,1,0.0820890142745699
15,1.3,4,1,0.380150430844176,0.9775,0.179609025888985
35,1.3,4,1,0.26420443311791,0.991,0.111198417415711
50,1.3,4,1,0.181132130426142,0.979,0.0897196947031598
65,1.3,4,1,0.202111165032609,0.988,0.0839306112280435
15,1.5,4,0,0.161208137417864,0.8005,0.201025625607385
35,1.5,4,1,0.527055246994172,1,0.108678071082237
50,1.5,4,1,0.305061991866295,1,0.093593927431197
65,1.5,4,1,0.26194238038529,0.9985,0.0872147301664014
50,1,1,0,-0.0069115694894462,0.463,0.0825937814314999
15,1.3,1,1,0.268599648103298,0.978,0.129690836373799
35,1.3,1,1,0.267709179318716,0.9935,0.107093457949068
50,1.3,1,1,0.313930347807637,0.9995,0.0986055407239132
65,1.3,1,0,0.0962631654875918,0.917,0.0687813218561207
15,1.5,1,1,0.443381157090334,0.998,0.143921553791151
35,1.5,1,1,0.217813432342996,0.985,0.0936344224452893
50,1.5,1,1,0.407254797928433,1,0.101368972534615
65,1.5,1,1,0.25666203121535,1,0.0616090668436545
15,1.3,2,0,0.0850410129008456,0.7095,0.160396911695674
35,1.3,2,0,0.196364892433819,0.9715,0.106962922907886
50,1.3,2,1,0.269019696260404,0.999,0.0860297808818983
65,1.3,2,1,0.260491281811223,0.9995,0.0815547865776555
15,1.5,2,1,0.415065508924197,0.9755,0.214518383308009
35,1.5,2,1,0.374828023935683,0.9995,0.110191920198703
50,1.5,2,1,0.324585911402816,1,0.074416997664127
65,1.5,2,1,0.269308307987181,0.9995,0.0715119198493295
15,1.3,3,1,0.268692807430909,0.983,0.123296638041255
35,1.3,3,0,0.0360873838233857,0.663,0.0949574521178622
50,1.3,3,1,0.293744432054898,0.9995,0.0902781463116882
65,1.3,3,1,0.166941714448552,0.977,0.0821515052935277
15,1.5,3,1,0.535372131422024,0.992,0.222777771248756
35,1.5,3,1,0.264814056426539,0.995,0.104426283473628
50,1.5,3,1,0.309913488903736,1,0.0857309705968175
65,1.5,3,1,0.400736469569777,1,0.0841559039218484
15,1.3,4,0,0.100838653367818,0.7335,0.166764778489847
35,1.3,4,0,-0.00200076387063387,0.492,0.134631376560601
50,1.3,4,1,0.268749984239737,0.992,0.110148080729236
65,1.3,4,1,0.257954948438411,0.9995,0.0757969683757339
15,1.5,4,0,-0.313002305357942,0.02,0.147699085645016
35,1.5,4,1,0.354491810464111,1,0.100852420365166
50,1.5,4,1,0.304540561538304,0.9995,0.0929751630540246
65,1.5,4,1,0.222896244165611,0.9995,0.0816220366208231
50,1,1,0,-0.00726956663967477,0.463,0.0791511549369871
15,1.3,1,0,0.0192126242984778,0.551,0.173733327198552
35,1.3,1,0,0.0357603618126276,0.631,0.108209693379426
50,1.3,1,0,0.0470050452432778,0.7015,0.0850184368764313
65,1.3,1,0,0.167656410467952,0.961,0.095677933777188
15,1.5,1,0,0.104365403882718,0.7605,0.155636942076402
35,1.5,1,1,0.359785595768625,1,0.101756953869095
50,1.5,1,1,0.352651818305621,1,0.091643267403515
65,1.5,1,1,0.20331723196354,0.9955,0.0762320874602281
15,1.3,2,0,-0.0260760751690072,0.419,0.155901008784675
35,1.3,2,0,0.125079426346025,0.795,0.154576159361243
50,1.3,2,1,0.238212501619303,0.9965,0.0977494746401001
65,1.3,2,0,-0.00883147078784535,0.4485,0.0852741119090119
15,1.5,2,0,0.196576944829251,0.932,0.131375593800871
35,1.5,2,0,0.217528915123365,0.948,0.133729995471165
50,1.5,2,1,0.286494757833971,0.999,0.0909859642132134
65,1.5,2,1,0.321761312752035,1,0.0793652183917762
15,1.3,3,0,0.260123001719708,0.9565,0.15646192831409
35,1.3,3,1,0.292794672571353,0.993,0.115873108586858
50,1.3,3,0,0.165172237007608,0.9505,0.102395769337869
65,1.3,3,1,0.282117175771378,0.9995,0.0748877104915812
15,1.5,3,1,0.288227043779428,0.9805,0.155741795309253
35,1.5,3,1,0.358612538047955,0.9955,0.144516944892429
50,1.5,3,1,0.491712932592321,1,0.0948481346075212
65,1.5,3,1,0.299901980819259,0.9995,0.0866951626481356
15,1.3,4,0,0.365412016787545,0.9485,0.224004691601449
35,1.3,4,0,0.0889014015681207,0.779,0.122812509843731
50,1.3,4,1,0.252857218560574,0.9975,0.0892045052110055
65,1.3,4,1,0.186753943943895,0.998,0.0722518807777252
15,1.5,4,0,0.177743229309954,0.826,0.195230331521021
35,1.5,4,0,0.25125907523722,0.974,0.130838452310153
50,1.5,4,1,0.306393402994179,1,0.0903068353719926
65,1.5,4,1,0.300705766339594,1,0.0894201251567194
50,1,1,0,0.104529695995613,0.876,0.0888349876535185
15,1.3,1,0,-0.125838654153356,0.2315,0.1735328032707
35,1.3,1,0,0.136144301832074,0.9275,0.0949247995572822
50,1.3,1,1,0.199032810405885,0.9805,0.0955147312094426
65,1.3,1,0,0.118594993405416,0.9535,0.0711746992169492
15,1.5,1,1,0.506638774670237,0.9995,0.148134787670379
35,1.5,1,1,0.318693623491452,0.9995,0.109281378734203
50,1.5,1,1,0.354852100556111,1,0.0962477434573393
65,1.5,1,1,0.309967382654224,1,0.0649961009858898
15,1.3,2,0,0.0344765063281638,0.593,0.135870052687135
35,1.3,2,1,0.313263665228937,0.9995,0.0987148216702749
50,1.3,2,1,0.254991373975322,0.9965,0.0910344115088515
65,1.3,2,0,0.130357578214154,0.9215,0.0902878674182931
15,1.5,2,0,0.0428882563081296,0.6025,0.153141476910636
35,1.5,2,1,0.364714404557551,1,0.107072233274848
50,1.5,2,1,0.320189785446974,0.9995,0.0962233845270904
65,1.5,2,1,0.320495227107441,1,0.0696250046906159
15,1.3,3,1,0.32426128256021,0.979,0.165178152291134
35,1.3,3,0,0.157714913459243,0.9235,0.108479140084063
50,1.3,3,1,0.284945853378209,0.9965,0.103945222126149
65,1.3,3,1,0.250546115735733,1,0.0798653526911354
15,1.5,3,1,0.369984918193623,0.99,0.152471757599182
35,1.5,3,0,0.0900358191052035,0.795,0.108448434492173
50,1.5,3,1,0.209418062648637,0.999,0.0678434890900267
65,1.5,3,1,0.481302048535159,1,0.0827214130783201
15,1.3,4,1,0.602383772881683,0.997,0.198801593100395
35,1.3,4,0,0.144036755337007,0.9235,0.101969359774981
50,1.3,4,0,0.151745267984825,0.917,0.109129658955561
65,1.3,4,1,0.292584327380933,1,0.0778318552771429
15,1.5,4,1,0.57553213818265,0.997,0.186633267753093
35,1.5,4,0,0.141775336293112,0.9265,0.101730024889846
50,1.5,4,1,0.295191131577916,1,0.0863384967232463
65,1.5,4,1,0.213180544074696,0.9925,0.0899962531615098
50,1,1,0,0.0854468359338894,0.866,0.0784592949122899
15,1.3,1,1,0.450761950065226,1,0.134480856426605
35,1.3,1,1,0.262282980764256,1,0.0789916537608894
50,1.3,1,1,0.186880826382801,0.9825,0.0932208744076362
65,1.3,1,1,0.239325913807344,1,0.0741036964846376
15,1.5,1,0,0.190863318785235,0.894,0.154045118653394
35,1.5,1,1,0.329733630825393,0.9965,0.119946797522538
50,1.5,1,1,0.224425134237616,0.9975,0.0799088392683675
65,1.5,1,1,0.21408367505007,0.996,0.0791666112918391
15,1.3,2,0,0.296056688386001,0.8935,0.248497159010418
35,1.3,2,1,0.287001728135599,0.995,0.109885852274213
50,1.3,2,0,0.109183787056938,0.9495,0.0686143018771756
65,1.3,2,1,0.205923988114691,0.996,0.0758753120034672
15,1.5,2,0,0.162060548184903,0.866,0.149164078243949
35,1.5,2,1,0.396622260677501,1,0.0991190788405061
50,1.5,2,1,0.455075445872017,1,0.102418233285178
65,1.5,2,1,0.50849747564902,1,0.0876751647012997
15,1.3,3,0,0.0251677505252905,0.547,0.195039533105845
35,1.3,3,1,0.448330953789285,1,0.108758737052987
50,1.3,3,0,0.118176470433214,0.863,0.106579655145487
65,1.3,3,1,0.234686389248539,0.997,0.0820700323047212
15,1.5,3,1,0.289821268331023,0.9945,0.125882614677927
35,1.5,3,1,0.332516546380346,1,0.0930318299008642
50,1.5,3,0,0.151927134015567,0.967,0.0790739688883813
65,1.5,3,1,0.319359640415369,1,0.078779975111723
15,1.3,4,0,0.0729400139835331,0.6205,0.208274021485938
35,1.3,4,0,0.166677750645993,0.9395,0.110521306008539
50,1.3,4,0,0.0455485249438106,0.691,0.0972111975815321
65,1.3,4,1,0.215268369838699,1,0.071071727230867
15,1.5,4,0,0.285659496594977,0.9195,0.202971681979982
35,1.5,4,1,0.401197958741979,1,0.12194029087849
50,1.5,4,0,0.172667331861892,0.964,0.0976999879959983
65,1.5,4,1,0.308347139094547,1,0.0740516480502458
50,1,1,0,0.0220501978618449,0.5945,0.0934311132160618
15,1.3,1,1,0.409597117273217,0.9965,0.143957609809632
35,1.3,1,1,0.35233627454432,0.9995,0.107182745830474
50,1.3,1,0,0.119915556363881,0.906,0.0909194737115893
65,1.3,1,1,0.213412848631182,0.9985,0.0776265938252928
15,1.5,1,0,0.296064529296324,0.9445,0.189884617517827
35,1.5,1,1,0.337074471243335,0.9985,0.1033091206979
50,1.5,1,1,0.309755833144848,1,0.0764728694414323
65,1.5,1,1,0.385754761724166,1,0.0833423663612367
15,1.3,2,0,0.25265040503821,0.859,0.227764388941834
35,1.3,2,0,0.147036006954021,0.9285,0.101516851423502
50,1.3,2,1,0.344217702105116,1,0.0927066532539901
65,1.3,2,1,0.235526302843779,1,0.068716045713813
15,1.5,2,0,0.0803983260144067,0.759,0.128227707199488
35,1.5,2,1,0.252164998471892,0.999,0.0833625935351165
50,1.5,2,1,0.37539515176711,1,0.0873952007096011
65,1.5,2,1,0.392065916458154,1,0.0754893630496033
15,1.3,3,0,0.058655249160476,0.657,0.149620646834331
35,1.3,3,0,0.115618808629463,0.8625,0.10918239388906
50,1.3,3,1,0.22633788400814,0.9885,0.0953973434050818
65,1.3,3,0,0.133732298527464,0.9525,0.0831023431508194
15,1.5,3,1,0.320002011125245,0.9975,0.113311962089437
35,1.5,3,1,0.358590626642751,0.9995,0.105453866026525
50,1.5,3,1,0.320023628608576,1,0.0747203273148843
65,1.5,3,1,0.298145533674384,1,0.0829968687835599
15,1.3,4,0,0.224351157997416,0.9235,0.16878755631422
35,1.3,4,0,0.0292004422586987,0.599,0.117301676574656
50,1.3,4,0,0.0790973525553891,0.815,0.0907223652742727
65,1.3,4,1,0.230399971101323,0.9985,0.075240839817789
15,1.5,4,0,0.370528551034958,0.9455,0.235268418232291
35,1.5,4,1,0.403874152395074,0.999,0.131676137020233
50,1.5,4,1,0.281809794689134,0.9985,0.0985930022806183
65,1.5,4,1,0.257455725590806,1,0.0739889734391182
50,1,1,0,-0.0530216190308664,0.2965,0.101891232874536
15,1.3,1,1,0.495447346578906,0.9875,0.211522210973153
35,1.3,1,1,0.203987062142321,0.988,0.0860432209393844
50,1.3,1,1,0.264161034354616,1,0.0784110605066484
65,1.3,1,1,0.196851736432498,0.995,0.0781087738230657
15,1.5,1,1,0.60028568116786,1,0.142851458405616
35,1.5,1,1,0.429175392768462,1,0.121004451880286
50,1.5,1,1,0.228869070626629,0.997,0.0866249102509343
65,1.5,1,1,0.202644980203288,0.992,0.0834880696273379
15,1.3,2,0,0.326650063119415,0.9555,0.190825454327276
35,1.3,2,1,0.395861573483395,1,0.103426693321571
50,1.3,2,1,0.171750089740264,0.982,0.0806514714027472
65,1.3,2,1,0.16695800572403,0.977,0.0824392296978553
15,1.5,2,1,0.274790745793417,0.9945,0.11640119151668
35,1.5,2,1,0.396889386767315,1,0.0927666121805232
50,1.5,2,0,0.0907936979784457,0.87,0.0833257658527394
65,1.5,2,1,0.239287323193437,0.999,0.0664195173670677
15,1.3,3,0,0.0630541885195889,0.6355,0.180137363066711
35,1.3,3,0,0.0800560242601745,0.7725,0.111124382025471
50,1.3,3,0,0.0807729298551383,0.793,0.10090015930862
65,1.3,3,1,0.257960029500326,0.9995,0.0875267461657404
15,1.5,3,0,0.155009653435937,0.8265,0.1665597834055
35,1.5,3,1,0.4067539257794,1,0.0954622720168511
50,1.5,3,0,0.0605337279447075,0.7605,0.085671710387518
65,1.5,3,1,0.447760445954676,1,0.0921852843667255
15,1.3,4,0,0.393497868497617,0.952,0.248787444849675
35,1.3,4,0,0.243982491841509,0.9625,0.139250841779055
50,1.3,4,1,0.222872543687521,0.987,0.0978197039121533
65,1.3,4,0,0.140125544035793,0.9415,0.0852329837957366
15,1.5,4,0,0.33014272464352,0.9545,0.203181900688355
35,1.5,4,1,0.469612039379735,1,0.103362010692648
50,1.5,4,1,0.365649158823308,1,0.0936900147970964
65,1.5,4,1,0.377896875953649,1,0.0923179730361814
50,1,1,0,0.0793006822863593,0.842,0.078900488735378
15,1.3,1,0,0.261791800439562,0.9695,0.138488443803295
35,1.3,1,1,0.285850237257914,0.995,0.101130132323635
50,1.3,1,1,0.349947001836854,1,0.0909695083121562
65,1.3,1,1,0.261363909038922,1,0.0771408230751134
15,1.5,1,1,0.462004437278929,0.986,0.211355939934951
35,1.5,1,1,0.380265597877591,1,0.0945863031874898
50,1.5,1,1,0.222097217995478,0.9975,0.0739804650228021
65,1.5,1,1,0.283088122498884,1,0.0772263990045152
15,1.3,2,0,0.318962033007877,0.9585,0.181562399668661
35,1.3,2,1,0.24535005231074,0.989,0.101346221718177
50,1.3,2,1,0.278846096231566,1,0.0867247005871644
65,1.3,2,1,0.269698606132627,1,0.0762961462289371
15,1.5,2,0,0.243823393352776,0.95,0.154150764064096
35,1.5,2,1,0.603567610152229,1,0.11024856984049
50,1.5,2,1,0.325428390953337,0.999,0.077956585400028
65,1.5,2,1,0.2581313166868,0.998,0.0870163745543815
15,1.3,3,0,0.220291305670966,0.891,0.180675859461272
35,1.3,3,0,0.150822198210203,0.9175,0.107486163441696
50,1.3,3,1,0.237996450361073,0.9925,0.100256014362343
65,1.3,3,1,0.287006580493383,1,0.0874787599196125
15,1.5,3,0,0.0410323406986705,0.5685,0.209527830135046
35,1.5,3,1,0.360691781722088,0.9955,0.124630629919728
50,1.5,3,1,0.345451250013179,0.9995,0.0971316499091694
65,1.5,3,1,0.386279598492069,1,0.0882512583213481
15,1.3,4,0,-0.0200321540179088,0.4715,0.236465730687286
35,1.3,4,0,-0.00890325298922563,0.487,0.126404114173477
50,1.3,4,0,0.0294634174744677,0.6375,0.083487500465692
65,1.3,4,0,0.157684800879039,0.9705,0.0818531840482046
15,1.5,4,0,0.281456628933264,0.9715,0.155768696352007
35,1.5,4,1,0.333292891041438,0.9965,0.126205537099681
50,1.5,4,1,0.3039724618593,0.9995,0.0841044340521153
65,1.5,4,1,0.258556093584912,1,0.0797517852088819
50,1,1,0,-0.162561535187774,0.0125,0.071906748208142
15,1.3,1,1,0.478336372614249,0.9985,0.140570856051552
35,1.3,1,0,0.17459734708139,0.9675,0.0981971907705679
50,1.3,1,0,0.121665509299039,0.905,0.0911414282159289
65,1.3,1,1,0.236803884609075,1,0.0717823077186705
15,1.5,1,1,0.565218956967027,0.9935,0.216052338248445
35,1.5,1,1,0.386815725500135,1,0.107006449101169
50,1.5,1,1,0.396751776098629,1,0.0744614433751619
65,1.5,1,1,0.28440772882777,0.9985,0.0979320908291084
15,1.3,2,0,0.16297338670211,0.9245,0.119412798578062
35,1.3,2,0,0.0907919859811803,0.886,0.0753673870711693
50,1.3,2,0,0.164180887562703,0.9745,0.0884390604377041
65,1.3,2,0,0.158603768903964,0.9665,0.0849947207565071
15,1.5,2,0,0.31799952921135,0.967,0.178214432205534
35,1.5,2,1,0.311634654932209,0.999,0.0951550034605146
50,1.5,2,1,0.435030623231833,1,0.111346113013862
65,1.5,2,1,0.350601655287231,1,0.0793303892931571
15,1.3,3,0,0.166695476363679,0.795,0.201436342440905
35,1.3,3,0,0.128000487139941,0.895,0.103007903005693
50,1.3,3,0,0.215772439456577,0.9715,0.11595375334715
65,1.3,3,1,0.281177009960597,0.9995,0.076026807776017
15,1.5,3,1,0.291412109614928,0.975,0.146581235440228
35,1.5,3,1,0.520529936418993,1,0.126046510237799
50,1.5,3,1,0.293757705788544,0.9985,0.0962970916862316
65,1.5,3,1,0.351225844527121,1,0.0869286889784689
15,1.3,4,0,0.392273772713431,0.961,0.221734421726882
35,1.3,4,1,0.326750405975375,0.9995,0.105816612868217
50,1.3,4,1,0.250148135077032,0.9875,0.110832845694312
65,1.3,4,1,0.226052625104782,0.9875,0.095626456174317
15,1.5,4,1,0.552909098358473,0.999,0.183398652748112
35,1.5,4,1,0.229494104653331,0.994,0.0935574574225766
50,1.5,4,1,0.363756757874865,0.9995,0.103716047031758
65,1.5,4,1,0.404473854449967,0.9995,0.0942373004807995
50,1,1,0,-0.027006640730004,0.3605,0.0768271383651407
15,1.3,1,1,0.45748015309422,0.9995,0.128160536405719
35,1.3,1,1,0.251459242808828,0.9855,0.11524061266642
50,1.3,1,0,0.0998615330982643,0.886,0.0828934401213254
65,1.3,1,1,0.166255442695612,0.9855,0.0744756868963527
15,1.5,1,1,0.40813390931906,0.991,0.17333556053836
35,1.5,1,0,0.162609121967667,0.962,0.0895338081183918
50,1.5,1,1,0.23955567806802,0.998,0.0807267767037866
65,1.5,1,1,0.322861135163195,1,0.0785171970560555
15,1.3,2,0,0.0935922493966873,0.728,0.1607302243402
35,1.3,2,0,0.171391410851244,0.957,0.101588721137399
50,1.3,2,1,0.180061109023552,0.9755,0.0937506289017568
65,1.3,2,0,-0.0544786346273969,0.2565,0.0847960084500801
15,1.5,2,1,0.444487812511665,0.99,0.171627096514091
35,1.5,2,1,0.317639724507469,0.998,0.113301121569994
50,1.5,2,1,0.296918214313809,1,0.0851295036259335
65,1.5,2,1,0.300919895966428,1,0.0879392081535125
15,1.3,3,0,-0.105115009084553,0.2805,0.184607121388024
35,1.3,3,1,0.274801903698283,0.9865,0.124266093360278
50,1.3,3,0,0.0159966691457368,0.559,0.0902356641606566
65,1.3,3,0,0.054871028168131,0.7295,0.0922208329789047
15,1.5,3,1,0.476365218224288,0.9935,0.184921088920276
35,1.5,3,1,0.307307207417536,0.9995,0.0974439107952633
50,1.5,3,1,0.352560206827681,1,0.0950735147206295
65,1.5,3,1,0.21242356003315,0.9935,0.0887425909497768
15,1.3,4,0,-0.0258335521640071,0.437,0.154268160291223
35,1.3,4,1,0.304723776721996,0.995,0.120932482034281
50,1.3,4,1,0.198618340726307,0.977,0.0921011761353139
65,1.3,4,1,0.208172774837251,0.9975,0.0703838155767886
15,1.5,4,1,0.359656305386741,0.994,0.142219198309648
35,1.5,4,1,0.264942204124172,0.997,0.091732157106068
50,1.5,4,1,0.407855934729413,0.9995,0.101601312679578
65,1.5,4,0,0.164538792742742,0.97,0.0858719903823128
50,1,1,0,0.0992292869642142,0.8715,0.0927346294864856
15,1.3,1,0,0.139463515883677,0.7945,0.178616911034947
35,1.3,1,1,0.307629279436517,0.999,0.0900508623333263
50,1.3,1,0,0.160515983969056,0.9635,0.0915379983688318
65,1.3,1,1,0.25710723761687,0.9995,0.0676593918787578
15,1.5,1,0,0.216918870182827,0.938,0.142940369654931
35,1.5,1,1,0.474824570004788,1,0.103589657280138
50,1.5,1,1,0.497435069525755,1,0.0853400935458621
65,1.5,1,1,0.351126254616026,1,0.0800957744282003
15,1.3,2,0,0.303015142160793,0.918,0.21621807313161
35,1.3,2,1,0.352996108424162,0.999,0.11830080019619
50,1.3,2,0,0.0965122888838376,0.8505,0.090298326815417
65,1.3,2,1,0.226850641964458,0.996,0.0835276861561846
15,1.5,2,1,0.411951379157442,0.983,0.180506426345822
35,1.5,2,1,0.4867872742825,1,0.103814474789995
50,1.5,2,1,0.279085857338279,1,0.0765229420705692
65,1.5,2,0,0.17002709439413,0.97,0.0882231521355839
15,1.3,3,0,0.115377794472514,0.7875,0.148227310715036
35,1.3,3,0,0.136800723775468,0.868,0.122764976198126
50,1.3,3,0,0.0312739942194803,0.638,0.0903276830301633
65,1.3,3,0,0.132382337121412,0.948,0.081334308575005
15,1.5,3,0,0.242066505176058,0.9595,0.14541177714322
35,1.5,3,1,0.264801023364623,0.992,0.110991754953314
50,1.5,3,1,0.302656820954046,0.9995,0.0826811142029419
65,1.5,3,0,0.151799440887818,0.964,0.0838371673230082
15,1.3,4,1,0.536903326910186,0.9915,0.203934468509397
35,1.3,4,1,0.260648770067741,0.9765,0.13688147565112
50,1.3,4,0,0.126048750467886,0.8735,0.110110404661862
65,1.3,4,0,0.105647876950497,0.8755,0.0918687547090698
15,1.5,4,1,0.513195685527395,0.9995,0.158898278527641
35,1.5,4,1,0.470444367162788,1,0.101940982382799
50,1.5,4,1,0.247420381493028,0.998,0.0863528095545655
65,1.5,4,1,0.334320295758958,1,0.0894343991889693
50,1,1,0,0.0323832461150534,0.6295,0.0944284610987694
15,1.3,1,0,0.247007936797369,0.8855,0.198341399064449
35,1.3,1,0,0.0555757090473265,0.7205,0.095868918114787
50,1.3,1,1,0.264987495772078,0.997,0.0924708845780465
65,1.3,1,0,0.15486815519171,0.9715,0.080388809864238
15,1.5,1,0,0.161680766346131,0.844,0.161980889451884
35,1.5,1,1,0.23985198126655,0.9775,0.118720066461236
50,1.5,1,1,0.366462831971673,1,0.0969629962010442
65,1.5,1,1,0.219068829887073,0.999,0.0699856275727024
15,1.3,2,1,0.469061564018116,0.989,0.20961839167659
35,1.3,2,0,0.197534985061494,0.9605,0.114731714047433
50,1.3,2,1,0.237823880047937,0.994,0.0900889201721877
65,1.3,2,1,0.207436207541638,0.999,0.069090636743469
15,1.5,2,1,0.619839266259869,0.9995,0.172503300755287
35,1.5,2,1,0.313699369893014,0.999,0.0977516068169526
50,1.5,2,1,0.208071343152364,0.994,0.083605223444421
65,1.5,2,1,0.298296074543376,1,0.0797908122129003
15,1.3,3,0,0.155813692824381,0.8175,0.175263425676867
35,1.3,3,0,0.0676061335690219,0.733,0.112247476220972
50,1.3,3,0,0.126061834965408,0.9495,0.0756216399264613
65,1.3,3,0,0.1655601029573,0.9685,0.0861047940178219
15,1.5,3,0,0.242997553099622,0.8585,0.221917305011806
35,1.5,3,1,0.468764493445541,1,0.120828144297151
50,1.5,3,0,0.215475026395357,0.972,0.1119699182152
65,1.5,3,1,0.347476471715231,1,0.0695306014148869
15,1.3,4,0,0.123214050910629,0.728,0.217903171452735
35,1.3,4,0,0.0960691259533965,0.808,0.114399006549226
50,1.3,4,0,0.153111219407399,0.9245,0.103927615847543
65,1.3,4,1,0.26643164300662,0.9985,0.0869866589044418
15,1.5,4,0,0.180565069439191,0.9115,0.137460157595344
35,1.5,4,1,0.441957220057949,1,0.130819332088798
50,1.5,4,0,0.0689018649047077,0.7715,0.0978667615911742
65,1.5,4,1,0.4131513595004,1,0.0770590629995487
50,1,1,0,0.0109125761898478,0.5545,0.0769437029964789
15,1.3,1,0,0.121824680543755,0.781,0.165772309153811
35,1.3,1,0,0.118393411271469,0.877,0.10196360739626
50,1.3,1,1,0.268416262375757,0.9995,0.0779094108759549
65,1.3,1,1,0.158327323586143,0.9885,0.0729149627964551
15,1.5,1,1,0.364079695794148,0.9855,0.16759675663526
35,1.5,1,1,0.340750462889275,0.9995,0.100171332218795
50,1.5,1,0,0.155514081891103,0.974,0.0829174868030197
65,1.5,1,1,0.173739126173721,0.9875,0.082277107057828
15,1.3,2,0,0.170885709965674,0.897,0.136360137331486
35,1.3,2,0,0.129319980801216,0.871,0.113018006247088
50,1.3,2,0,0.133302860979247,0.9345,0.0869875667115283
65,1.3,2,1,0.278551795769856,1,0.0723596892285055
15,1.5,2,0,0.295922400069293,0.938,0.199974714119452
35,1.5,2,1,0.318143417205502,0.9985,0.095503628755414
50,1.5,2,1,0.41884534766612,1,0.0928272559159187
65,1.5,2,1,0.289403104401206,1,0.0754171828075835
15,1.3,3,0,0.256927708341864,0.904,0.202273458826604
35,1.3,3,1,0.283365198990949,0.9775,0.136682802487934
50,1.3,3,1,0.299203446979067,1,0.0856675676139859
65,1.3,3,1,0.201959638088677,0.995,0.0770847332045219
15,1.5,3,1,0.354965448136344,0.993,0.151723437542469
35,1.5,3,1,0.321089159211047,0.996,0.128794952301721
50,1.5,3,1,0.256699824279632,0.998,0.0990341263900493
65,1.5,3,1,0.309512454383137,1,0.0705513361855585
15,1.3,4,0,0.12264805685853,0.7315,0.209619491807148
35,1.3,4,0,0.254266931249501,0.967,0.138366891988708
50,1.3,4,0,0.1401619982063,0.922,0.100396582256113
65,1.3,4,0,0.156660455806902,0.9725,0.0792659236035037
15,1.5,4,1,0.488376769587811,0.9935,0.183689502067142
35,1.5,4,1,0.365296419583246,0.9975,0.123467425547977
50,1.5,4,1,0.254019118335446,0.9985,0.0897595025877237
65,1.5,4,1,0.379940330551163,1,0.086395790959226
50,1,1,0,-0.117556780475981,0.0895,0.0862870320934848
15,1.3,1,0,0.0755739970073617,0.711,0.14462321491127
35,1.3,1,1,0.192828569428334,0.9755,0.0983959527492735
50,1.3,1,0,0.0899636571471483,0.852,0.086325104659643
65,1.3,1,1,0.133049015976753,0.98,0.063666276026771
15,1.5,1,1,0.389091206247551,0.988,0.164037064770249
35,1.5,1,1,0.238486424362311,0.9885,0.102201075479578
50,1.5,1,1,0.469042326875319,1,0.0857224810957069
65,1.5,1,1,0.354761302352823,1,0.0712778982775895
15,1.3,2,1,0.332400260929903,0.985,0.149973898715998
35,1.3,2,0,0.176302372810826,0.9745,0.0909752201952254
50,1.3,2,1,0.205970997431285,0.9855,0.0996255900690216
65,1.3,2,1,0.222631663091985,0.9995,0.0719341106261168
15,1.5,2,0,0.232618529572265,0.919,0.169799815269863
35,1.5,2,1,0.263871159344237,0.9785,0.130815750172655
50,1.5,2,0,0.169563054315784,0.972,0.0891708064273682
65,1.5,2,1,0.389346569620033,1,0.0748890372245021
15,1.3,3,0,0.223672917226644,0.931,0.151681331920979
